"title","wikibase_item","Distributor"
"اوقات فراغت ۳","Q105962546","distributor = زی استودیوز "
"فراتر از احیاگر","Q853274","distributor = {{Plainlist"
"شب پادشاهان","Q101070072","distributor = <!-- or: "
"بدترین غیرممکن","Q97124793","distributor = <!-- or: "
"ورای تخت جراحی","Q9200911","distributor = | budget = "
"خوشنام (مجموعه تلویزیونی لهستانی)","Q9170361","distributor = | budget = "
"مصائب بالتازار کوبر","Q11791941","distributor = | released = {{Film date"
"مایکل جکسون: زندگی یک بت","Q6831549","distributor = [[یونیورسال استودیوز]] "
"بازی‌های فکری (مجموعه تلویزیونی)","Q13217433","distributor = | channel = [[شرکت پخش رسانه‌ای آمریکا"
"شیمی: تاریخچه‌ای لطیف","Q5090550","distributor = | channel = [[بی‌بی‌سی چهار]] "
"عافیت‌طلبان","Q3989125","distributor = [[یونایتد آرتیستس]] "
"به‌طور کامل (فیلم ۱۹۳۰)","Q5897808","distributor = [[آر.ک.ئو]] "
"دو پرچم به‌سوی غرب","Q3235103","distributor = [[فاکس قرن بیستم]] "
"شبح (فیلم ۱۹۲۲)","Q570180","distributor = دکلا بیوسکوپ "
"ماجرا (فیلم ۱۹۲۵)","Q3605906","distributor = [[پارامونت پیکچرز]] "
"کبوترهای طلایی","Q7128613","distributor = <!-- or: "
"گناه (فیلم ۱۹۱۵)","Q16908426","distributor = [[فاکس قرن بیستم]] "
"خانم وینتربورن","Q371885","distributor = [[ترایستار پیکچرز]] "
"آبگیر بزرگ","Q1579747","distributor = [[پارامونت پیکچرز]] "
"خاک سوزان","Q552747","distributor = | released = {{Film date"
"پسرم جان","Q3331270","distributor = [[پارامونت پیکچرز]] "
"فقط برای تو (فیلم)","Q10313156","distributor = [[پارامونت پیکچرز]] "
"وسترن یونیون (فیلم)","Q331738","distributor = فاکس قرن بیستم "
"بدل‌کاری (فیلم)","Q7628813","distributor = | released = {{Film date"
"بید مجنون (فیلم ۱۹۲۰)","Q3990033","distributor = [[مترو پیکچرز]] "
"خرافه (فیلم ۱۹۲۰)","Q7644229","distributor = | released = {{تاریخ انتشار فیلم"
"دراکولا (فیلم ۱۹۶۸)","Q5304684","distributor = | channel = [[آی‌تی‌وی (شبکه تلویزیونی)"
"راز (فیلم ۱۹۹۰)","Q3795709","distributor = | released = {{film date"
"زمان گذشته (فیلم)","Q7142919","distributor = | released = '''[[ایالات متحده آمریکا]]''':{{سخ}}۱۲ ژوئن ۱۹۹۴ "
"زنگ زدن (فیلم)","Q7382389","distributor = | released =۲۰۱۰ "
"سایه‌ها (فیلم ۱۹۳۱)","Q7460771","distributor = | released = ۱۹۳۱ "
"شنل (فیلم ۱۹۵۲)","Q1195707","distributor = | released = {{تاریخ انتشار فیلم"
"کارمن (فیلم ۱۹۴۲)","Q429043","distributor = DisCina (فرانسه){{سخ}}Scalera Film (ایتالیا) "
"مادر (فیلم ۱۹۹۶)","Q3325145","distributor = [[پارامونت پیکچرز]] "
"مرد عوضی (فیلم ۱۹۹۳)","Q469570","distributor = | released = {{film date"
"شام (فیلم ۲۰۱۴)","Q17593377","distributor = | released = {{Film date"
"کمک بهیار (فیلم ۱۹۶۱)","Q3772079","distributor = | released = ۱۹۶۲ "
"دوست من ایرما (فیلم)","Q2631841","distributor = [[پارامونت پیکچرز]] "
"ورق (فیلم ۱۹۵۲)","Q12105566","distributor = | released = ۲۵ فوریه ۱۹۵۲ "
"بین کاله و دوور","Q1570692","distributor = | released = ۱۸۹۷ "
"کریسمس در کنتیکت","Q2966030","distributor = [[وارنر برادرز]] "
"باو برومل (فیلم)","Q2065363","distributor = [[مترو گلدوین مایر]] "
"بوهمی","Q6465985","distributor = [[اسکای آرتس]] "
"هادی (فیلم)","Q22295801","distributor = | released = {{Film date"
"جدا باهم","Q2073000","distributor = | released = {{Film date"
"مأموریت - پاریس!","Q19007166","distributor = کلمبیا پیکچرز "
"پشت پرده","Q3236150","distributor = | released = {{film date"
"دزدیدن پنج!","Q2580271","distributor = [[سونی پیکچرز]] "
"شوک به سیستم","Q2364018","distributor = Corsair Pictures "
"پرندگان عشق (فیلم ۱۹۳۴)","Q21869548","distributor = یونیورسال پیکچرز "
"جان تازه","Q3549022","distributor = | released = {{Film date"
"کیکی (فیلم ۱۹۲۶)","Q2658041","distributor = [[فرست نشنال]] "
"سمر (فیلم ۱۹۹۹)","Q7408772","distributor = | released = ۱۹۹۹ "
"مخمصه (فیلم ۱۹۳۲)","Q4660135","distributor = [[مترو گلدوین مایر]] "
"آزمون عشق","Q7748978","distributor = [[فاکس فیلم]] "
"آسایش و خوشی","Q840983","distributor = ثورن ای‌ام‌آی (بریتانیا){{سخ}}[[یونیورسال استودیوز]] (آمریکا) "
"سیزدهمین مرد","Q3137464","distributor = | released = {{Film date"
"قلمرو گیاهان ۳بعدی","Q7846035","distributor = | channel = [[Sky 3D]]، [[اسکای آتلانتیک]]، [[اسکای۱]] "
"بولک و لولک (فیلم)","Q946512","distributor = | released = ۱۹۳۶ "
"کنت مونت کریستو (فیلم ۱۹۵۳)","Q5351056","distributor = | released = ۸ سپتامبر ۱۹۵۳ "
"جاده‌ای به‌سوی سیرک","Q24957498","distributor = | released = {{تاریخ انتشار فیلم"
"ما کوه‌های خود هستیم (فیلم ۱۹۶۹)","Q4309256","distributor = | released = {{film date"
"هاروت (فیلم)","Q20509725","distributor = | released = {{film date"
"بیگانه (فیلم ۱۹۲۴)","Q18709079","distributor = [[پارامونت پیکچرز]] "
"دفتر پست عشاق","Q6692392","distributor = | released = {{film date"
"لبئوس به نام تادئوس","Q56361752","distributor = | released = ۱۳۴۷ "
"در دامنه هیمالیا","Q5764942","distributor = | released = ۱۹۶۵ "
"لحظه انتقام","Q4468678","distributor = | released = {{Film date"
"روبی جنتری","Q3209291","distributor = [[فاکس قرن بیستم]] "
"قصه‌های باستانی امپراطوری","Q7679381","distributor = | released = {{film date"
"همه سرنخ‌های اشتباه برای راه حل مناسب","Q16241439","distributor = | released = {{Film date"
"زن و بازیچه او (فیلم ۱۹۲۹)","Q3208729","distributor = [[پتی]] "
"نلی (فیلم ۲۰۱۶)","Q27958388","distributor = Les Films Séville "
"عشق بزرگ و کوچک","Q17098495","distributor = [[Tobis Film]] "
"سیلوستره (فیلم)","Q10371545","distributor = | released = {{Film date"
"خانه فرشته (فیلم ۱۹۵۷)","Q3210370","distributor = | released = ۱۱ ژوئیه، ۱۹۵۷ "
"دختران امروزی","Q18346365","distributor = | released = ۱۹ نوامبر ۱۹۳۷ "
"آنگاه سکوت فرا خواهد رسید","Q11825332","distributor = | released = {{Film date"
"دست‌های یک غریبه","Q5647612","distributor = [[مونوگرام پیکچرز]] "
"تجارت منع‌شده","Q24514571","distributor = | released = ۱۹۵۲ "
"گربه بیرون از خانه","Q3520219","distributor = [[کلمبیا پیکچرز]] "
"کارناوال کلوچه","Q2061710","distributor = [[یونایتد آرتیستز]] "
"یک گلوله کافی است","Q21009507","distributor = | released = ۲۶ نوامبر ۱۹۵۴ "
"شاهدخت سرفراز","Q10801961","distributor = | released = {{Film date"
"وودلند کافه","Q2932282","distributor = [[یونایتد آرتیستز]] "
"یک بیمار برجسته","Q21598571","distributor = | released = {{Film date"
"سبزه‌مار و کبرا","Q16160881","distributor = فالکون "
"آخرین روزهای دولوین","Q3315723","distributor = [[بریتیش لاین فیلمز]] "
"مردمان!","Q8564228","distributor = [[فاکس قرن بیستم]] "
"مرد عروسکی (فیلم ۱۹۹۱)","Q4174526","distributor = | studio = "
"لورد (فیلم)","Q573999","distributor = Sophie Dulac Distribution {{small"
"ماهیخوار و لک‌لک","Q259534","distributor = | budget = "
"چیزی خوبه که پایانش خوبه ۱۹۹۷","Q4727752","distributor = | editing = پونگ هونگ "
"لولو (فیلم ۱۹۱۴)","Q3840588","distributor = | released = {{تاریخ انتشار فیلم"
"نورا (فیلم ۱۹۴۴)","Q15836978","distributor = Deutsche Filmvertriebs "
"آنا (فیلم ۲۰۱۵)","Q28222369","distributor = | studio = "
"دونا فلور و دو شوهرش","Q2200689","distributor = [[امبرفیلم]] "
"تنسی چمپ","Q3983465","distributor = [[مترو گلدوین مایر]] "
"همیشه قوی باش","Q2479589","distributor = | editing = "
"دون پاسکواله (فیلم ۱۹۴۰)","Q1402610","distributor = | released = {{Film date"
"آلبرگ اکسپرس","Q674705","distributor = Renaissance-Film{{سخ}}Herzog-Filmverleih (Germany) "
"عشق میان دزدان","Q3408387","distributor = [[وارنر برادرز تله‌ویژن]] "
"سه گام روی زمین","Q7797845","distributor = | released = {{Film date"
"پرونده نوار","Q15913197","distributor = | network = "
"داستان چشم ژرژ باتای","Q5546751","distributor = | released = "
"به ما می‌گویند وصله ناجور","Q1758049","distributor = پالاس فیلم آ.ب. "
"حلزون بزرگ","Q3794482","distributor = | released = {{Film date"
"مرده‌دزد (فیلم)","Q2520443","distributor = | released = {{film date"
"بیلی گالوین","Q4912579","distributor = | studio = "
"مرگ کارگر","Q478352","distributor = | released = {{Film date"
"اورینت اکسپرس (فیلم ۱۹۳۴)","Q3885797","distributor = | released = ۲۸ فوریه ۱۹۳۴ "
"میهائیل، سگ سیرک","Q6845127","distributor = | released = {{Film date"
"فرشته سپید (فیلم ۱۹۴۳)","Q3818585","distributor = | released = ۸ مارس ۱۹۴۳ "
"ایراسما","Q10303528","distributor = | released = ۱۹۱۷ "
"هیولای نوجوانی","Q7694412","distributor = [[Howco]] "
"دوستانی چون ما","Q15980233","distributor = مدوزا فیلم "
"هتل ملیبو","Q3786947","distributor = | channel = [[سی‌بی‌اس]] "
"فانوس شیطان","Q3822737","distributor = | released = اکتبر ۱۹۳۱ "
"زندگی زندگی","Q8072347","distributor = | released = ۱۹۷۲ "
"دریای ناپل","Q7762794","distributor = | released = {{Film date"
"چشم گربه (فیلم)","Q2870031","distributor = | released = {{Film date"
"خانم پیکولو","Q3753838","distributor = | released = ژوئن ۱۹۱۴ "
"بر بال‌های آتش","Q59478128","distributor = <!-- or: "
"یک مرد تا حدی مهربان","Q1146575","distributor = | released = {{Film date"
"ملاقات ابوت و کاستلو با کاپیتان کید","Q306783","distributor = [[برادران وارنر]] "
"به خودت بیا، عزیزم!","Q18332667","distributor = | budget = "
"مادربزرگ و پروردگارمان","Q10494121","distributor = | budget = "
"دنیای ابوت و کاستلو","Q7776115","distributor = [[یونیورسال پیکچرز]] "
"هنری با من برقص","Q1547538","distributor = [[یونایتد آرتیستس]] "
"غول کوچک","Q3795147","distributor = [[یونیورسال پیکچرز]] "
"مدرسه اسرار","Q7432354","distributor = [[جنرال فیلم دیستریبوتورز]] (بریتانیا) "
"دزد آسمان","Q7764700","distributor = | released = {{تاریخ انتشار فیلم"
"شهره شهر (فیلم ۱۹۴۲)","Q196933","distributor = [[کلمبیا پیکچرز]] "
"عشق برادرانه (فیلم ۱۹۲۸)","Q17512347","distributor = | released = {{تاریخ انتشار فیلم"
"کشور شگفت‌انگیز","Q3202745","distributor = [[یونایتد آرتیستس]] "
"دزدها","Q4812394","distributor = یونیوسرال پیکچرز نوردیک "
"زنان ۱۹۱۵","Q26919613","distributor = | released = {{تاریخ انتشار فیلم"
"تصادفی در دره","Q1138969","distributor = | channel = [[تله تون در شب]]{{سخ}}[[ام تیوی]] "
"مأمور مخفی (مجموعه تلویزیونی)","Q54999933","distributor = | budget = "
"سرباز خوب (فیلم)","Q18914998","distributor = [[آی‌تی‌وی]] "
"گورکن (مجموعه تلویزیونی)","Q30607196","distributor = بی‌بی‌سی جهانی "
"اسکرین‌پلی","Q7439065","distributor = | budget = "
"دختران، همسران و یک مادر","Q3071965","distributor = |released = {{تاریخ انتشار فیلم"
"به زور اسلحه","Q2805273","distributor = | released = ۲۵ دسامبر ۱۹۵۵ "
"از میان پنجره‌ای باز","Q3525987","distributor = | released = {{film date"
"بهاری بی‌نظیر","Q19857469","distributor = | released = ۳۱ مه ۱۹۵۷ "
"نیروی انتقام‌جو","Q1486444","distributor = | released = {{Film date"
"مأموریت استادیوم","Q3442300","distributor = | released = ۸ ژوئیه ۱۹۷۷<ref name=""hrfilm""/> "
"مثل داوودی وحشی","Q17215134","distributor = | released = ۲۹ نوامبر ۱۹۵۵ ([[ژاپن]]) "
"گل و ماسه","Q2283359","distributor = | released = {{Film date"
"جویندگان طلا (فیلم ۱۹۲۳)","Q3223525","distributor = [[پثی اکسچینج]] "
"هزینه پست","Q3038940","distributor = | released = {{film date"
"جهانگردی (فیلم ۱۹۲۷)","Q3954222","distributor = [[پتی]] "
