"title","wikibase_item","Studio"
"Hellboy (película de 2019)","Q30895665","studio = | imdb = "
"Kaze Tachinu","Q888131","studio = |presupuesto = [[Yen"
"A través del mar","Q114201306","studio = [[Netflix]] "
"Hush (película)","Q23044927","studio = | presupuesto = US$1.000.000 "
"Hokuto no Ken","Q733498","studio = [[Toei Animation]] "
"Hard Candy (película)","Q841476","studio = | presupuesto = $950.000<ref name=""MakingOf"">""Making ''Hard Candy,''"" DVD featurette</ref> "
"Godzilla: King of the Monsters","Q17501972","studio = [[Legendary Entertainment]] "
"El mariachi","Q840297","studio = |presupuesto = $7&nbsp;000 "
"Big","Q858467","studio = | presupuesto = $ 18.000.000 (aprox.) "
"Anticristo (película de 2009)","Q574998","studio = | musica = "
"Enemy at the Gates","Q271006","studio = Mandalay Pictures "
"El secreto de la calabaza mágica","Q4918962","studio = [[The Walt Disney Company]] "
"Overboard (película de 2018)","Q48672812","studio = [[Metro-Goldwyn-Mayer]]<br/>[[Pantelion Films]]<ref>{{cita noticia"
"Code Geass","Q4384067","studio = [[Sunrise]] "
"CLANNAD","Q110607","studio = [[Toei Animation]] "
"La abeja Maya","Q1564651","studio = [[Nippon Animation]] "
"Gintama","Q764135","studio = [[Bandai Namco Pictures]] "
"Kill la Kill","Q13637192","studio = [[Trigger (compañía)"
"Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai","Q17213681","studio = [[J.C.Staff]] "
"Mach GoGoGo","Q432319","studio = [[Tatsunoko Production]] "
"Return to Babylon","Q3428289","studio = Independiente "
"Manchester by the Sea (película)","Q19864603","studio = |presupuesto = [[Dólar estadounidense"
"V/H/S/2","Q7906333","studio = {{plainlist"
"House at the End of the Street","Q498297","studio = FilmNation Entertainment "
"Space Cowboys","Q502189","studio = [[Village Roadshow Pictures]]<br />[[Malpaso Productions]] "
"Norman Foster","Q104898","studio = ''[[Foster and Partners"
"War for the Planet of the Apes","Q19938437","studio = | presupuesto = US$ 150.000.000 "
"Valerian y la ciudad de los mil planetas","Q20926273","studio = |presupuesto = [[€]]197 millones<ref>{{cita web "
"The Sandlot","Q2369793","studio = [[21st Century Fox]] "
"Cheaper by the Dozen","Q822930","studio = [[20th Century Fox Home Entertainment]] "
"Scary Movie 5","Q867294","studio = | genre = [[Film soundtrack]] "
"Green Street Hooligans","Q1133132","studio = Paul Trejo "
"Transcendence (película)","Q10384115","studio = | presupuesto = $100 millones "
"Girl House","Q19859285","studio = |presupuesto = $3,150,000 "
"Death Proof","Q1137310","studio = [[Troublemaker Studios]] "
"Nausicaä del Valle del Viento (película)","Q8885676","studio = [[Studio Ghibli]] "
"Cloudy with a Chance of Meatballs 2","Q277157","studio = [[Sony Pictures Home Entertainment]] "
"Chūnibyō Demo Koi ga Shitai!","Q302647","studio = [[Kyoto Animation]] "
"Cape Fear (película de 1991)","Q501995","studio = Amblin Entertainment<br />Cappa Films<br />TriBeCa Productions "
"Friends with Benefits","Q629596","studio = Castle Rock Entertainment "
"El médico (película de 2013)","Q5952747","studio = | presupuesto = 35 mill. dólares "
"Mentes peligrosas","Q579359","studio = [[Hollywood Pictures]]<br />[[Don Simpson"
"Yashahime: Princess Half-Demon","Q97171756","studio = [[Sunrise]] "
"The Kid (película de 2000)","Q280186","studio = | presupuesto = [[United States dollar"
"The Wolverine","Q197491","studio = |presupuesto = 120&nbsp;000&nbsp;000&nbsp;USD "
"Daddy's Home","Q18619590","studio = | presupuesto = [[Dólar"
"Hajimete no Gal","Q28416286","studio = [[NAZ]] "
"Centella (personaje de ficción)","Q1117779","studio = |cadena = [[Tokyo Broadcasting System"
"Meet the Fockers","Q740489","studio = TriBeCa Productions "
"Los Pitufos (película)","Q454398","studio = [[Sony Pictures Home Entertainment]]<br />[[Hanna-Barbera]] "
"Los 4 Fantásticos (película)","Q224130","studio = | presupuesto = US$100 000 000 "
"Tropa de élite 2","Q142695","studio = Zazen Produções "
"God of War II","Q2252689","studio = | género = [[Música clásica contemporánea]] "
"School Days (anime)","Q11703656","studio = [[TNK]] "
"She's Out of My League","Q140009","studio = Mosaic Media Group }} '''''She's Out of My League''''' ('''''Ni en sueños''''' en [[España]], '''''Ni en tus sueños''''' en [[Hispanoamérica]]) es una película estadounidense de comedia romántica estrenada en 2010, dirigida por Jim Field Smith y escrita por Sean Anders y John Morris. La película tiene en sus papeles protagónicos a [[Jay Baruchel]] y [[Alice Eve]], y fue producida por Jimmy Miller para [[Paramount Pictures]] y [[DreamWorks]] y filmada en [[Pittsburgh]], [[Pensilvania]]. La producción de la película terminó en 2008. El filme recibió su lanzamiento en cines en todo el mundo el 12 de marzo de 2010. == Sinopsis == Kirk Kettner (Jay Baruchel) trabaja como guardia de seguridad en el aeropuerto de Pittsburgh. Aún sigue saliendo con sus colegas del instituto y con sus compañeros de trabajo, Jack (Mike Vogel), Stainer (T.J. Miller) y Devon (Nate Torrence), y sueña con volver a salir con su exnovia Marnie (Lindsay Sloane), quien hace tiempo que pasó de él. En conjunto, Kirk parece contentarse simplemente con que las cosas sigan como están, hasta el día en que Molly (Alice Eve) atraviesa contoneándose su control de seguridad en el aeropuerto y se deja olvidado el teléfono móvil. Molly es inteligente, sofisticada, abrumadoramente guapa, y está completamente fuera del alcance de Kirk. Cuando Kirk le devuelve cortésmente el teléfono, ella le propone agradecerle el favor con un par de entradas para un partido de hockey, y él acepta, sin imaginarse ni por un segundo que la chica de sus sueños le está proponiendo una cita. Se nota que la pareja no encaja en absoluto, un hecho que tanto los amigos como la familia de Kirk se apresuran a hacerle ver. La chica es, en palabras de Steiner, un ""10 total"", lo más alto de la cadena alimenticia de los ligues, mientras que Kirk podría conseguir a duras penas un cinco. Sin embargo, Molly está decidida a conquistarle, y mientras Kirk intenta comprender por qué una chica tan magnífica podría interesarse por él, empieza a pensar que quizás ella vea algo que nadie más puede ver. Tras cenar y beber vino con la mujer más bella que ha conocido en su vida, Kirk empieza finalmente a creer en sí mismo y a soñar con un futuro diferente. Entonces causa una impresión desastrosa al ser presentado a los refinados padres de Molly, y la relación se acaba tan rápidamente como empezó. Con la ""ayuda"" de sus amigos, Kirk lanza una ofensiva total para recuperar a Molly, con resultados hilarantes y de vergüenza ajena. Con el cachas del exnovio de Molly y su repentinamente posesiva exnovia Marnie complicando las cosas, Kirk intenta demostrar que, si se intenta con suficientes ganas, el amor puede vencer incluso a los pronósticos más pesimistas. == Elenco == * [[Jay Baruchel]] como Kirk Kettner. Doblado en España por [[David Jenner]] y en Hispanoamérica por [[Víctor Ugarte]]. * [[Alice Eve]] como Molly McCleish. Doblada en España por [[Marta Barbará]] y en Hispanoamérica por [[Xóchitl Ugarte]]. * [[Krysten Ritter]] como Patty. Doblada en España por [[Iris Lago]] y en Hispanoamérica por [[Marianna Santiago]]. * [[T. J. Miller]] como Wendell a.k.a. Stainer. Doblado en España por [[Rafa Romero]] y en Hispanoamérica por [[Héctor Emmanuel Gómez]]. * [[Nate Torrence]] como Devon. Doblado en España por [[Aleix Estadella]] y en Hispanoamérica por [[Edson Matus]]. * [[Mike Vogel]] como Jack. Doblado en España por [[Ángel de Gracia]] y en Hispanoamérica por [[Noé Velázquez]]. * [[Lindsay Sloane]] como Marnie. Doblada en España por [[Eva Lluch]] y en Hispanoamérica por [[María Fernanda Morales]]. * [[Kim Shaw]] como Katie McCleish. Doblada en España por [[Paula Ribó]]. * [[Jasika Nicole]] como Wendy. Doblada en España por [[Gloria Cano]] y en Hispanoamérica por [[Marisol Romero]]. * [[Debra Jo Rupp]] como Mrs. Kettner. Doblada en Hispanoamérica por [[Yolanda Vidal]]. * [[Adam LeFevre]] como Mr. Kettner. Doblado en España por [[Enric Isasi-Isasmendi]] y en Hispanoamérica por [[Carlos del Campo]]. * [[Kyle Bornheimer]] como Dylan Kettner. Doblado en Hispanoamérica por [[Christian Strempler]]. * [[Hayes MacArthur]] como Ron. Doblado en Hispanoamérica por [[Dafnis Fernández]]. * [[Geoff Stults]] como Cam Armstrong. Doblado en España por [[Daniel García]] y en Hispanoamérica por [[Carlos Íñigo]]. * [[Jessica St. Clair]] como Debbie. Doblada en España por [[Geni Rey]] y en Hispanoamérica por [[Erica Edwards]]. * [[Trevor Eve]] como Mr. McCleish. Doblado en España por [[Jaume Comas]] y en Hispanoamérica por [[Alejandro Mayén]]. * [[Sharon Maughan]] como Mrs. McCleish. Doblada en España por [[María Carmen Alarcón]] y en Hispanoamérica por [[Patricia Hannidez]]. * [[Jeffery Jones]] * [[Sebastian Laneri]] como Piloto Smith (no acreditado). * [[Sidney Crosby]] como Él mismo (no acreditado). * [[Jackie Evancho]] (extra) (no acreditado). == Referencias == {{listaref"
"Hetalia: Axis Powers","Q518169","studio = [[Studio DEEN]] "
"Immortals","Q1050528","studio = [[Relativity Media]]<br />[[Virgin Produced]] "
"Under the Silver Lake","Q27703232","studio = {{Plainlist"
"Togo (película)","Q58814567","studio = [[Walt Disney Pictures]] "
"Mars Needs Moms","Q1320985","studio = |filmaffinity = 838459 }} '''''Mars Needs Moms''''' ('''''Marte necesita mamás''''' en [[Hispanoamérica]] y '''''Marte necesita madres''''' en [[España]])<ref>{{cita web "
"Wind of Change","Q157355","studio = [[Wisseloord Studios]], [[Hilversum]]<br />Goodnight LA, [[Los Ángeles]] "
"Ao no Exorcist","Q495919","studio = [[A-1 Pictures]] "
"Little Boy (película)","Q18151808","studio = Metanoia Films<br>Santa Fé Films "
"Entourage (película)","Q15725811","studio = [[HBO]]<br />Closest to the Hole Productions<br />Leverage Entertainment "
"Shaman King","Q219610","studio = [[XEBEC]] "
"20th Century Boys","Q91458","studio = |lanzamiento = 30 de agosto de 2008 "
"D'Artacán y los tres mosqueperros","Q930079","studio = [[Nippon Animation]]<br>[[BRB Internacional]]<ref name=""creditos"">''[http://www.nippon-animation.co.jp/work/1404/ Nippon Animation ワンワン三銃士]'', página oficial de la serie en la web japonesa de Nippon Animation.</ref> "
"Koe no Katachi","Q11611205","studio = [[Kyoto Animation]] "
"28 Weeks Later","Q221102","studio = | entidad = "
"Fear and Loathing in Las Vegas (película)","Q23395","studio = [[Rhino Films]]<br />[[Shark Productions]]<br />[[Fear and Loathing LLC]] "
"I Spit on Your Grave 2","Q15039856","studio = [[CineTel Films]] "
"BlacKkKlansman","Q43370948","studio = | presupuesto = US$15 000 000<ref name=""BOM""/> "
"Katekyō Hitman Reborn!","Q862850","studio = [[Artland]] "
"Mechanic: Resurrection","Q18552037","studio = Chartoff-Winkler Productions<br>[[Millennium Films]] "
"Ashita no Joe","Q697000","studio = [[Mushi Production]] "
"Victor Frankenstein (película)","Q16637004","studio = 20th Century Fox "
"Gangster Squad","Q27751","studio = Langley Park Productions<br /> Lin Pictures "
"Hataraku Maō-sama!","Q5680972","studio = [[White Fox]] "
"Assassin's Creed (película)","Q18816889","studio = [[Pinewood Studios]] "
"Teenage Mutant Ninja Turtles: Out of the Shadows (película)","Q19842746","studio = | presupuesto = [[Dólar estadounidense"
"How to Be Single","Q19880527","studio = }} '''''How to Be Single'''''<ref name=""ImdbRelease""></ref> ('''''Mejor... Solteras''''' en [[España]], y '''''Cómo ser soltera''''' en [[Hispanoamérica]]) es una película [[Cine de los Estados Unidos"
"Markus Persson","Q266224","studio = | conocido = ''[[Minecraft]]'' "
"La ley del monte (película)","Q11118191","studio = Estudios América "
"El profesor chiflado (película de 1996)","Q936576","studio = | imdb = 0117218 "
"The Number 23","Q1123479","studio = Contrafilm<br />Firm Films "
"La leyenda del Charro Negro","Q45794297","studio = Ánima Estudios<br />Top Draw Animation <small>(animación adicional)</small> }} '''''La leyenda del Charro Negro''''' es una película de [[animación]] [[México"
"Marcianos vs. mexicanos","Q48671812","studio = [[Videocine]] "
"V/H/S: Viral","Q17183987","studio = {{plainlist"
"I'm Not Ashamed","Q25136676","studio = }} '''''I'm Not Ashamed''''' ('''''Hablando con Él''''' en [[Hispanoamérica]]) es una película de drama de 2016 basada en los diarios de [[Rachel Scott]], la primera víctima de la [[Masacre de la Escuela Secundaria de Columbine]] de 1999 en [[Columbine (Colorado)"
"Parasyte","Q945730","studio = Madhouse "
"Los cuentos de los hermanos Grimm (anime)","Q573892","studio = [[Nippon Animation]] "
"The Woman in Black","Q841274","studio = Hammer Film Productions<br />Momentum Pictures "
"Descendants 3","Q48967619","studio = | genre = [[Pop music"
"Cells at Work!","Q22123892","studio = [[David Production]] "
"God of War (videojuego de 2005)","Q817369","studio = | género = [[Música clásica contemporánea]] "
"Mo Dao Zu Shi","Q57174099","studio = G.CMay Animation & Film "
"El viaje más largo","Q18151890","studio = [[Temple Hill Entertainment]] "
"XXX 2: estado de emergencias","Q283696","studio = | presupuesto = $113{{esd}}000{{esd}}000<ref name=""cifras"">[http://www.imdb.com/title/tt0329774/business Cifras y fechas de la prodcucción] en Internet Movie Database {{en}}. Consultado en 2010.</ref> "
"Dogville","Q327681","studio = [[Film i Väst]] "
"Isekai Maou to Shoukan Shoujo no Dorei Majutsu","Q48472924","studio = [[Ajia-do Animation Works]] "
"El diablo a todas horas","Q61927376","studio = {{Lista simple"
"La Odisea (película)","Q697203","studio = Hallmark Entertainment<br>American Zoetrope "
"Don Gato y su pandilla (película)","Q3084652","studio = Ánima Estudios<br />Ilusion Studios<br />[[Cartoon Saloon]]<br />Copernicus Studios Inc.<br />Laughin Lion "
"Zatch Bell!","Q531298","studio = [[Toei Animation]] "
"Trigun","Q128301","studio = [[Madhouse (animación)"
"The Day the Earth Stood Still (película de 2008)","Q187154","studio = [[20th Century Fox]] "
"Kuzu no Honkai","Q11298673","studio = [[Lerche (animación)"
"Psycho-Pass Providence","Q115040005","studio = | presupuesto = "
"Spies in Disguise","Q31271382","studio = | genre = "
"Haha o Tazunete Sanzenri","Q700044","studio = [[Nippon Animation]] "
"Genjitsushugi Yūsha no Ōkoku Saikenki","Q41497704","studio = [[J.C.Staff]] "
"Trilogía de La calle del terror","Q107489589","studio = no }} La '''trilogía de ''La calle del terror''''' es una [[serie de películas]] de [[Cine de terror"
"No Game No Life","Q11325839","studio = [[Madhouse (animación)"
"La víspera de Halloween","Q15185497","studio = Ruthless Pictures "
"Robin Hood (película de 2010)","Q223559","studio = [[Imagine Entertainment]]<br />[[Relativity Media]] "
"Magos y Gigantes","Q6732369","studio = [[Ánima Estudios]] "
"White House Down","Q2350772","studio = [[Centropolis Entertainment]]<br />Mythology Entertainment "
"Angry Birds: la película","Q18703062","studio = [[Sony Pictures Home Entertainment]] "
"The Homesman","Q15961525","studio = Fundación Shepard "
"Charlotte (anime)","Q18692527","studio = [[P.A Works]] "
"Spy","Q16389838","studio = Feigco Entertainment <br /> Chernin Entertainment "
"Abraham Lincoln: cazador de vampiros","Q587707","studio = [[20th Century Fox]] "
"Memories (película)","Q564403","studio = [[Studio 4°C]]<br>[[Madhouse (animación)"
"Las ruinas","Q772260","studio = Spyglass Entertainment<br />Red Hour Films "
"Dancer in the Dark","Q110365","studio = [[Film i Väst]] "
"El último emperador","Q212775","studio = [[Recorded Picture Company]]<br/>[[Columbia Pictures]] "
"Anna Karenina (película de 2012)","Q80204","studio = [[Working Title Films]] "
"Nisekoi","Q2757796","studio = [[Shaft (estudio)"
"Viridiana","Q852841","studio = Estudios CEA C. Lineal "
"Love Live! Superstar!!","Q99400994","studio = [[Bandai Namco Filmworks]] "
"Walter Gropius","Q61071","studio = ''[[The architects Collaborative"
"Footloose (película de 2011)","Q1197869","studio = |presupuesto = [[USD"
"Wrong Turn 2: Dead End","Q1166161","studio = Constantin Fulm<br />Newmarket Capital Group "
"Mortal Engines (película)","Q28999515","studio = | presupuesto = $100 000 000<ref>{{cita web"
