"title","wikibase_item","FilmID","status","titleType","primaryTitle","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres"
"Pear people (animation)","Q16999777","tt1132175","not exact match","tvShort","Pear People in Car Race","Pear People in Car Race",0,"1993","\N","6","Animation,Short"
"Stand by Your Screen","Q7598070","tt1119932","match","tvEpisode","Stand by Your Screen","Stand by Your Screen",0,"1968","\N","\N","Drama"
"24th Luna Awards","Q21161420","tt0865426","match","tvSpecial","24th Luna Awards","24th Luna Awards",0,"2006","\N","\N","\N"
"Rider without a Horse","Q85797226","tt1929357","not exact match","short","Rider Without a Horse","Rider Without a Horse",0,"2009","\N","12","Comedy,Drama,Short"
"48FILM Project","Q29915442","tt3326270","not exact match","tvMovie","Respect Greece","Respect Greece",0,"\N","\N","\N","History"
"Structure Films","Q30674551","tt3267194","not exact match","movie","The Immortalists","The Immortalists",0,"2014","\N","78","Documentary,Drama"
"Walang Pagkalupig","Q108821953","tt1182333","not exact match","movie","Walang pagkalupig","Walang pagkalupig",0,"1962","\N","\N","Action,War"
"Aaron Pugliese","Q17056966","tt3071824","not exact match","short","Broke as a Joke","Broke as a Joke",0,"2012","\N","16","Comedy,Short"
"Unbreakable International","Q23073887","tt5174956","not exact match","movie","Untitled Unbreakable Feature","Untitled Unbreakable Feature",0,"\N","\N","\N","Biography,Drama,Music"
"La Boda (1982 film)","Q48783970","tt0083671","not exact match","movie","The Wedding","La boda",0,"1982","\N","110","Drama"
"Papunta Ka Pa Lang, Pabalik Na Ako","Q119892808","tt0380616","not exact match","movie","Papunta ka pa lang, pabalik na ako","Papunta ka pa lang, pabalik na ako",0,"1996","\N","102","Action"
"A British Picture","Q4655650","tt0096982","match","tvMovie","A British Picture","A British Picture",0,"1989","\N","50","Biography"
"Hasmukh Saab ki Wasihat","Q118898182","tt5085386","not exact match","movie","Mahesh Dattani's Hasmukh Saab ki Wasihat","Mahesh Dattani's Hasmukh Saab ki Wasihat",0,"2015","\N","82","Drama"
"Michael Weir Foundation for the Arts","Q6835262","tt1619889","not exact match","movie","Whirligig","Whirligig",0,"2010","\N","\N","Comedy"
"Poor Mrs. Jones!","Q107404559","tt1183719","not exact match","movie","Poor Mrs. Jones","Poor Mrs. Jones",0,"1926","\N","46","Comedy,Drama,Family"
"Yemoh Ike","Q117280089","tt13396970","not exact match","short","Woman in Hat","Woman in Hat",0,"2017","\N","\N","Comedy,Short"
"Cine de República Dominicana","Q5769596","tt3782876","not exact match","movie","Código Paz","Código Paz",0,"2014","\N","101","Action,Adventure,Crime"
"Remakes de acción en vivo de películas animadas de Disney","Q39086136","tt15410560","not exact match","movie","Maleficent 3","Maleficent: Mother of all faeries",0,"\N","\N","\N","Adventure,Family,Fantasy"
"No Me Rompan","Q121769776","tt28444644","match","movie","No Me Rompan","No Me Rompan",0,"2023","\N","94","Comedy"
"El rapto","Q120871782","tt21340020","not exact match","movie","The Rescue: The Weight of the World","El rapto",0,"2023","\N","95","Drama"
"Lobo feroz (película)","Q116233263","tt14118246","not exact match","movie","Lobo Feroz","Lobo Feroz",0,"2023","\N","106","Drama,Horror,Thriller"
"Cine histórico","Q17013749","tt0148109","not exact match","tvShort","Los episodios nacionales","Los episodios nacionales",0,"1967","\N","\N","Documentary,Short"
"Cine de Honduras","Q5769557","tt9314492","not exact match","short","It's Me, Sarah","It's Me, Sarah",0,"2020","\N","\N","Drama,Short"
"El otro hijo","Q121523387","tt22024112","not exact match","movie","The Other Son","El otro hijo",0,"2023","\N","89","Drama"
"Gambit (película)","Q42307675","tt3729594",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asfixiados (película de 2023)","Q117383503","tt6969060","not exact match","tvEpisode","Episode #1.44","Episode #1.44",0,"2011","\N","\N","Comedy,Fantasy"
"El método Tangalanga","Q117354252","tt23036332","not exact match","movie","The Tangalanga Method","El método Tangalanga",0,"2022","\N","98","Comedy"
"Películas de Bolivia","Q6564239","tt2638480","not exact match","movie","Yvy Maraey","Yvy Maraey",0,"2013","\N","107","Drama"
"Rosa de lejos (película)","Q7367145","tt0337116",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Videografía y filmografía de Miley Cyrus","Q16161942","tt1672810","not exact match","video","Miley Cyrus: Live at the O2","Miley Cyrus: Live at the O2",0,"2010","\N","95","Documentary,Music"
"Filmografía de Gary Cooper","Q5524894","tt0748264","not exact match","tvEpisode","The Western","The Western",0,"1958","\N","90","Documentary"
"Películas cubanas","Q6568148","tt0468114","not exact match","movie","La serpiente roja","La serpiente roja",0,"1937","\N","80","Crime"
"El auge del humano 3","Q121391717","tt28293875","not exact match","movie","The Human Surge 3","El auge del humano 3",0,"2023","\N","121","Drama"
"El hombre del traje negro","Q2045767","tt0404220","not exact match","short","The Man in the Black Suit","The Man in the Black Suit",0,"2004","\N","20","Horror,Short,Thriller"
"Historia de Madonna en el cine","Q28502052","tt0319783","not exact match","tvSpecial","Madonna: Exposed","Madonna: Exposed",0,"1993","\N","\N","\N"
"Premios y nominaciones de Natalie Portman","Q6606786","tt0000204","not exact match","short","Jésus devant Pilate","Jésus devant Pilate",0,"1898","\N","\N","Short"
"Clara se pierde en el bosque","Q121704175","tt28291179","match","movie","Clara se pierde en el bosque","Clara se pierde en el bosque",0,"2023","\N","86","Drama"
"El juicio (película de 2023)","Q121425304","tt11396282","not exact match","movie","The Trial","El Juicio",0,"2023","\N","177","Documentary"
"Teté Espinoza","Q51687537","tt8140282","not exact match","short","Acá en la tierra","Acá en la tierra",0,"2018","\N","10","Family,Short"
"2037 (película)","Q111781383","tt28908",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Churún Merú (1972)","Q117089905","tt26219540","not exact match","movie","Churun Meru","Churun Meru",0,"1972","\N","\N","Documentary"
"Filmografía de Ryan Reynolds","Q23807921","tt5248776","not exact match","movie","Dragon's Lair: The Movie","Dragon's Lair: The Movie",0,"\N","\N","\N","Action,Adventure,Animation"
"Querido mentiroso","Q5091788","tt0881222","not exact match","tvEpisode","Cher menteur","Cher menteur",0,"1982","\N","105","Drama"
"Las fiestas (película de 2023)","Q117360542","tt23036164","not exact match","movie","The Parties","Las fiestas",0,"2022","\N","89","Drama"
"Los impactados","Q121704184","tt9009130","match","movie","Los impactados","Los impactados",0,"2023","\N","\N","\N"
"Héctor Valdez Martínez","Q98872598","tt6927124","not exact match","movie","Malpaso","Malpaso",0,"2019","\N","\N","Drama"
"Cine de espionaje","Q2297927","tt0458876","not exact match","short","O.H.M.S.","O.H.M.S.",0,"1913","\N","\N","Crime,Short"
"¡Mamá, quiero ser artista!","Q21003221","tt1414584","match","tvMovie","¡Mamá, quiero ser artista!","¡Mamá, quiero ser artista!",0,"1989","\N","126","Comedy,Musical"
"MTV Movie Awards 2013","Q4516522","tt2806252","not exact match","tvSpecial","2013 MTV Movie Awards","2013 MTV Movie Awards",0,"2013","\N","140","Comedy"
"Yen Sid","Q3572177","tt13295940","not exact match","videoGame","Disney Learning: Phonics Quest","Disney Learning: Phonics Quest",0,"2001","\N","\N","\N"
"This is colombia HPTA!","Q122418017","tt0515471","not exact match","tvEpisode","Episode #1.1","Episode #1.1",0,"2004","\N","\N","Talk-Show"
"Philippe Gaulier","Q2917887","tt2511808","not exact match","movie","New Shoes: Today's Clowns in Europe","New Shoes: Today's Clowns in Europe",0,"2009","\N","54","Documentary"
"Jardín de amapolas","Q51886291","tt1885247","not exact match","movie","Field of Amapolas","Field of Amapolas",0,"2012","\N","87","Drama,Family,War"
"Ganso Gandy","Q2652126","tt0148203","not exact match","short","Gandy the Goose","Gandy the Goose",0,"1938","\N","7","Animation,Short"
"Señora ama","Q6126661","tt0573613","not exact match","tvEpisode","Señora Ama II","Señora Ama II",0,"1980","\N","95","Drama"
"Desperté con un sueño","Q121444317","tt26346352","not exact match","movie","I Woke Up with a Dream","Desperté con un sueño",0,"2022","\N","75","Drama"
"Adentro mío estoy bailando","Q121420035","tt26448952","not exact match","movie","The Klemzer Project","Adentro mío estoy bailando",0,"2023","\N","110","Documentary"
"Bump n' Grind","Q2928151","tt0472896","not exact match","video","R. Kelly: The R. in R&B - The Video Collection","R. Kelly: The R. in R&B - The Video Collection",0,"2003","\N","85","Music"
"Abuelas, una película sobre (y con) Abuelas de Plaza de Mayo","Q118327525","tt7847688","not exact match","movie","Abuelas, una película sobre (y con) Abuelas de Plaza de Mayo.","Abuelas, una película sobre (y con) Abuelas de Plaza de Mayo.",0,"2022","\N","\N","Documentary"
