"wikibase_item","PersonID","primaryName","birthYear","deathYear","primaryProfession","knownForTitles"
"Q17128390","nm10340153","Song Sang-Eun","\N","\N","actress","tt13885376,tt12504168,tt12560270,tt11228748"
"Q109312957","nm12900548","Kim Bup Rae","\N","\N","actor","tt6289510,tt22873700"
"Q22996290","nm6281367","Sailor Brinkley-Cook","1998","\N",NA,"tt0167515,tt0044298,tt0430836,tt0247094"
"Q559312","nm2323738","Allen Nalasco","\N","\N","camera_department,writer,actor","tt0490086,tt4874218,tt1079360,tt1376701"
"Q21094138","nm8442837","Yixuan Zhou","1990","\N","actor","tt21233142,tt8146366,tt4862468,tt5190872"
"Q5830035","nm0557046","Elsa Masriera","\N","\N","actress","tt0230485"
"Q105334598","nm9812678","Marion Guéry","\N","\N","actress","tt8363140"
"Q20946085","nm13079903","Ryu Su-Jeong","\N","\N",NA,"tt3141676"
"Q4053604","nm3581785","Renee Cooper","\N","\N","soundtrack,actress,music_department","tt1158934,tt1268809,tt1827435,tt2309959"
"Q1397000","nm1591054","Pyotr Ershov","\N","\N","writer","tt11390180,tt0239995,tt0239096,tt0239535"
"Q30382996","nm1804121","Khaoticos","\N","\N","music_department","tt0439467"
"Q85876182","nm3158953","Patricio Garcia","1977","\N","director,writer,producer","tt2344827,tt1305868"
"Q5835721","nm2720084","Erick Hernandez","\N","\N","writer","tt13360586,tt9342622,tt27533470,tt10881648"
"Q9069854","nm1137021","Igón Lerchundi","\N","\N","actor,writer","tt0310936,tt0405281"
"Q59779918","nm2146655","Concha Murua","\N","\N","editor","tt0495271"
"Q105436555","nm0194937","Guido D'Albo","\N","\N","actor","tt0224998,tt0382739,tt15301048,tt0420509"
"Q21810710","nm9517597","José Enrique Chirinos","\N","\N","camera_department,editorial_department,production_manager","tt5736754,tt11879762,tt2020047"
"Q55466210","nm0529788","Daniel López Barretto","\N","\N","composer","tt0199397,tt0279003,tt0201786,tt0143291"
"Q30941918","nm8614241","Wayne Huang","1990","\N","actor","tt21305046,tt10419158,tt6273196,tt6971046"
"Q55830503","nm0207999","Henri de Chatillon","\N","\N","costume_designer,costume_department","tt0218105,tt0161996,tt0045361,tt0265231"
"Q15531171","nm3845186","Chang-Suk Oh","1982","\N","actor","tt6133778,tt1942171,tt6256692,tt0800341"
"Q2713218","nm0211373","Eliana De Sabata","1934","\N","writer,actress","tt0057443,tt0061220,tt0055764,tt0131720"
"Q327504","nm0685346","Tea Pirtskhalava","\N","\N","actress","tt0274425,tt0151035"
"Q51654441","nm5449259","July del Rio","\N","\N","actress","tt0281000,tt0247611"
"Q56290091","nm8727582","Jordan Munro","\N","\N","camera_department,miscellaneous","tt13598852,tt6774786,tt7242816,tt2222042"
"Q26252606","nm9129234","Aastha Agarwal","\N","\N","actress","tt6352300,tt8411144,tt7651202,tt10461426"
"Q16188955","nm4838604","Josep Anton Codina","1932","2021",NA,"tt8820322,tt2165973,tt2851756"
"Q85112931","nm0736041","Nelson Rodríguez","1938","2020","editor,writer,sound_department","tt0085155,tt0098060,tt0207398,tt0090173"
"Q1164585","nm0523847","Pamela Lubell","\N","\N","producer","tt4485246,tt3891046,tt0120523,tt7345094"
"Q112122284","nm5419355","Laura Alemán","\N","\N","actress","tt4334482,tt21621872,tt27758915,tt16220416"
"Q592955","nm0533476","Louis Mackey","1926","2004","actor","tt0102943,tt0243017"
"Q106610455","nm8071438","Laura Stein","\N","\N","actor","tt5637376"
"Q16079963","nm12269995","Choi Jung-Won","\N","\N","actor","tt4284216,tt16409230,tt3322566,tt4135276"
"Q106515195","nm12233470","Kim Kang Min","\N","\N","actor","tt13846570"
"Q3536509","nm0533420","Ian Mackenzie-Smith","\N","\N","actor","tt0081935,tt0086580"
"Q59381405","nm6955565","Jung-rae Yoo","\N","\N","actress","tt12504168,tt3580142,tt5644726,tt6931414"
"Q121889098","nm3605820","Rubi Monserrat","\N","\N","actress","tt0305477,tt0211786,tt4840852,tt0181793"
"Q113341724","nm9634006","Eliecer Jiménez Almeida","1983","\N","writer,director,producer","tt27758915,tt17353270,tt27650460,tt26537802"
"Q5853806","nm0737878","Teresa Maria Rojas","\N","\N","actress","tt0089348,tt0115600,tt0097028,tt3451080"
"Q444743","nm2140139","Lucresia R. Kasilag","1917","2008","composer,music_department","tt0494888,tt1360784"
"Q11414304","nm0949053","Mari Yoshino","\N","\N","actress","tt7329114,tt0100090,tt2288141,tt7446086"
"Q3727520","nm2665367","Randa Al Behery","1983","\N","actress,miscellaneous","tt1772759,tt1042242,tt2477878,tt1915541"
"Q2981875","nm0533457","Fletcher Mackey","\N","\N","art_director","tt0085821"
"Q5278497","nm1980246","Sandu Scott and the Scotties","\N","\N",NA,"tt0040053"
"Q6170324","nm2354877","James Minchin III","\N","\N","director,camera_department,cinematographer","tt1339640"
"Q117077803","nm2716412","Joe Q. Bretz","1974","\N","producer,writer,actor","tt1588898,tt0970926,tt0478962,tt14627228"
"Q107187","nm1754524","Ernst W. Heine","\N","\N","writer","tt0906015,tt0205717"
"Q31178424","nm12450353","Gun Woo Yoo","\N","\N","actor","tt19800324,tt13080612"
"Q5692593","nm4706693","Kwong-Wah Wong","\N","\N","actor","tt0095937"
"Q98601","nm0299790","Géza Fülöp","\N","\N","editorial_department,miscellaneous,script_department","tt0095632,tt0082736,tt0090114,tt0155456"
"Q96143761","nm6564367","Wonhyeong Jang","\N","\N","actor","tt11769304,tt2969656,tt3967878,tt7282468"
"Q107586088","nm0739926","Hugo Roncal","1923","2005","actor,cinematographer","tt0061136,tt0366779,tt0315447"
"Q967540","nm4012257","Don Clarke","\N","\N","composer,soundtrack,music_department","tt0293625,tt10112464,tt0803049,tt0995857"
"Q16162070","nm7278793","Lyudmila Barbir","\N","\N","actress","tt11848456,tt15199150,tt2375495,tt15236886"
"Q112413411","nm7254493","Patty Aubrey","\N","\N",NA,"tt4534896"
"Q599552","nm4092136","Ellen Wessinghage","1948","\N",NA,"tt0302088"
"Q107035345","nm12472510","Ferdinando Tromby","\N","\N","music_department","\N"
"Q3471875","nm0104154","Zrinka Bralo","\N","\N",NA,"tt0111598,tt5672036"
"Q7878071","nm7267800","Ve'ehala","1925","1986",NA,"tt0200358"
"Q17090316","nm2326309","Jay Weiss","\N","\N",NA,"tt2392427,tt0331410,tt1799581,tt2115398"
"Q2083906","nm4940578","Marvin Lambert","\N","2012","actor","tt12375484,tt12375524,tt5682960,tt1613705"
"Q11546974","nm3538674","Denise Hutto","\N","\N","costume_department,costume_designer","tt6803872,tt5235882,tt28299054,tt1474184"
"Q27121920","nm6767237","Somkele Iyamah-Idhalama","\N","\N","actress","tt1043813,tt10574236,tt5305246,tt3811544"
"Q19957244","nm7570924","Daniel K. Daniel","1986","\N","actor","tt7785320,tt7908426,tt6813068,tt10411520"
"Q122826865","nm3604945","Ahmed Yassin Aldaradji","\N","\N","sound_department,writer,director","tt6441118,tt2514756,tt27985638,tt21378768"
"Q3186650","nm0156778","Josephine Chevry","\N","\N","art_department","tt0061376"
"Q45741978","nm0049512","Felix Balbas","1969","\N","visual_effects,animation_department,special_effects","tt0206634,tt0499549,tt0401729,tt0304141"
"Q54853333","nm0098408","Iñigo Botas","\N","\N","director,writer,assistant_director","tt0117343,tt0083644,tt0496600,tt0218187"
"Q9696660","nm3285028","Cristina Freitas","\N","\N","assistant_director","tt1397280,tt2446042,tt2872732,tt0936501"
"Q4119544","nm0044820","Barbara Babchick","\N","\N","script_department,editor","tt0105212,tt0104218,tt10857210,tt2387879"
"Q10918432","nm5191147","Jihong Lv","\N","\N","music_department","tt0108914"
"Q971567","nm0908345","P.T. Walkley","\N","\N","composer,music_department,actor","tt3597854,tt5066056,tt1594381,tt9000424"
"Q47508541","nm4870717","Kohei Ando","1944","\N","director,writer,cinematographer","tt13831582,tt2498698,tt2202493,tt28676244"
"Q105396596","nm11441357","Jo Ki-Sung","\N","\N","actor","tt12015528"
"Q16941768","nm3760331","Kenny Ford Sr.","\N","\N","composer,music_department","tt14746758,tt1497876"
"Q4122123","nm0755698","Gholam-Hossein Saedi","1935","1985","writer","tt0069727,tt0064356,tt0077403,tt5032216"
"Q5949266","nm1182873","Taghi Zohuri","1912","1992","actor,music_department","tt5376718,tt0347510,tt0293111,tt12587650"
"Q5939503","nm3443128","Elasa Firoozfar","\N","\N","actress","tt1431326"
"Q28713482","nm6361083","Baharak Salehniya","\N","\N","actress,writer,casting_director","tt7666988,tt4190256,tt3921314,tt8031356"
"Q5953208","nm1409698","Shahed Ahmadloo","\N","\N","actor,director,writer","tt20131962,tt13802028,tt14176552,tt27804859"
"Q85976138","nm5227149","Navid Mihandoust","\N","\N","director,writer,assistant_director","tt10577850,tt28131357,tt7900992,tt2349630"
"Q231091","nm10725555","Günther Hochauer","\N","\N",NA,"tt8188910"
"Q230636","nm0035040","Elizabeth Arkell","1891","1962","actress","tt0417170,tt0023161,tt0141539,tt0027505"
"Q41718","nm0045296","Bob Bach","1914","1985","miscellaneous,producer,writer","tt0184140,tt0042168,tt0344641,tt0040994"
"Q6091713","nm2336862","Sylvia Lake","\N","\N","actress","tt0084987"
"Q28713327","nm2408271","Koji Zadori","\N","\N","cinematographer","tt2250084,tt0876266,tt12216420,tt1705055"
"Q109550202","nm9615658","Ladan Zhaveh Vand","\N","\N","actress","tt7901798,tt29173894,tt11767484,tt28356797"
"Q16049322","nm2771536","Pourya Azarbayjani","\N","\N","director,writer,producer","tt1097261,tt5659250,tt4620346,tt4424330"
"Q30104694","nm7781154","Omid Niaz","\N","\N","director,writer,producer","tt5260302,tt12247054"
"Q1148937","nm3701046","Fredrik Öjes","\N","\N","director,camera_department,producer","tt1548562,tt9395680"
"Q72291","nm0212084","Adriana de Vera","\N","\N","editorial_department","tt0217582"
"Q20110732","nm14298899","Khosrow Farrokhzadi","\N","\N","actor","tt29281806,tt28492895,tt28094593,tt24221932"
"Q56366191","nm5521845","Rohollah Sohrabi","\N","\N","director,producer","tt3853604,tt2711698,tt26768417,tt6218712"
"Q469818","nm0611257","W. Youngblood Muhammad","\N","\N","actor","tt0076111"
"Q155649","nm1105380","Andrew Holbrooke","\N","\N","cinematographer,producer,editor","tt0369647,tt0125837,tt0489342,tt0303394"
"Q547914","nm0061654","André Baud","\N","\N","production_manager,producer","tt0042013,tt0041763,tt0053076,tt0139831"
"Q5961303","nm3579551","Mohammadreza Vatandoust","1978","\N","director,writer,editor","tt1497629,tt4038942,tt4052216,tt8475788"
"Q109549677","nm7860268","Ali Zarnegar","\N","\N","writer,director","tt11773648,tt21094124,tt4944924,tt6207878"
"Q16051542","nm3411644","Mohsen Ali Akabari","\N","\N","producer","tt7704884,tt1417101,tt2671406,tt3414274"
"Q5662805","nm12332575","Sepehr Sepi","2004","\N","actor","tt6229252,tt5460508,tt5463378,tt3257072"
"Q61065140","nm7377421","Ehsan Beyraghdar","\N","\N","music_department,composer","tt5468300,tt10908138,tt5460508,tt7897478"
"Q25426099","nm4459279","Ahmad Zabeti Jahromi","\N","\N","editor","tt13848790,tt13848814,tt7557190,tt12699102"
"Q5955757","nm2582156","Farnoosh Behzad","\N","\N","composer,music_department","tt0103143,tt2048755"
"Q380927","nm0603581","Emily Morel","\N","\N","actress","tt0388497,tt0199742,tt0208012,tt0330781"
"Q5947885","nm2213637","Farhang Moayyeri","\N","2008","make_up_department","tt0821752,tt0085786,tt1105370,tt0096092"
"Q390039","nm0390267","Scott Holden","1946","2005","actor","tt0069822,tt0092322,tt0122649,tt0069179"
"Q97192880","nm8562061","Farhad Goli","\N","\N","producer","tt6218712,tt7224776"
"Q483169","nm1511460","Hun Shim","\N","\N","writer","tt0390454,tt0152281"
"Q4521153","nm0932936","Howard B. Wilson Jr.","\N","\N","miscellaneous,producer","tt0102985,tt0303534,tt0105022,tt0116463"
"Q450305","nm0384113","Caryl Lee Hill","\N","\N","actress","tt0058209,tt0058529"
"Q2723357","nm0079526","Bibi Beuchert","\N","\N","actress","tt0088445"
"Q465681","nm3049523","Sophie de Ségur","\N","\N","actress,soundtrack","tt0368478,tt0082964,tt0252325,tt0122441"
"Q1659349","nm0914209","James Waterston","1969","\N","actor","tt0097165,tt3973820,tt0248654,tt0203259"
"Q1371154","nm0268239","James T. Farrell","1904","1979","writer","tt10845220,tt0054348,tt0078696,tt0369146"
"Q2845307","nm0006003","Milind Chitragupth","\N","\N","composer,soundtrack,music_department","tt8936646,tt0099429,tt0099080,tt0095936"
"Q331587","nm4757466","Paul Rothbart","\N","\N","director,writer,actor","tt3287524,tt2768954,tt3628044"
"Q18379484","nm10529594","Rosie McClelland","\N","\N","actress","tt15837592,tt11111086,tt12404266,tt0944947"
"Q20507492","nm1334017","L. Gevorgyan","\N","\N","art_director,costume_designer","tt0384838,tt0189940,tt0294980,tt0113591"
"Q16091037","nm4729093","Woo-jung Lee","\N","\N","writer,director,actress","tt2087671,tt11769304,tt13705714,tt2782216"
"Q6033203","nm1348816","Mark A. Ryan","\N","\N","cinematographer,camera_department,director","tt0366517,tt12752780,tt0356159,tt0404456"
"Q111528649","nm4982936","Behnam Khaksar","\N","\N","visual_effects,cinematographer","tt4242666,tt3676026,tt12624668,tt5468178"
"Q273861","nm0019087","Rhonda Alfaro","\N","\N","actress","tt0067699"
"Q106856941","nm9685442","Katarzyna Galazka","\N","\N","actress","tt14330326,tt28975839,tt13513268,tt11149206"
"Q113535556","nm4390665","Jervi Li","\N","\N","writer,actor,editorial_department","tt27079350,tt2509720,tt1691237,tt0344642"
"Q2414254","nm0493393","Tommy Lawton","1919","1996","actor","tt5119494,tt0181260"
"Q3236722","nm0271228","Maria Feliciani","\N","\N",NA,"\N"
"Q1675623","nm0872683","Ivan Triesault","1898","1980","actor","tt0053593,tt0038787,tt0055719,tt0044391"
"Q30902578","nm4821030","Tomasz Wlosok","1990","\N","actor","tt8174330,tt10804178,tt7371666,tt8857666"
"Q5302366","nm0088746","Lawrence J. Block","\N","\N","writer,actor,producer","tt0103923,tt0082427,tt0117534,tt0124349"
"Q446735","nm1156524","Kazim Taskent","1894","1991","producer","tt0314040,tt0322484"
"Q109551997","nm1196972","Mahmood Yarmohammad-loo","\N","\N","editor,director,writer","tt0324261,tt13768814,tt0326744,tt6273814"
"Q2755859","nm0547921","E.A. Mario","1884","1961","soundtrack,composer,writer","tt0071182,tt0379867,tt0026767,tt0041366"
"Q940629","nm0225093","Daphne Dibble","\N","\N","actress","tt0077766"
"Q5034362","nm4240831","Caoimhin O'Raghallaigh","\N","\N","music_department,composer,soundtrack","tt2381111,tt9396026,tt5247776,tt5744820"
"Q60028168","nm3843111","Zuzanna Lapicka","1954","2018","miscellaneous","tt0097721"
"Q1747606","nm0235588","Bert Dovo","\N","\N","music_department,composer","tt0114369,tt2371624"
"Q6774643","nm1156666","Carlos Viggiano","\N","\N","actor","tt0114840"
"Q5084891","nm3832730","Charles Gasparino","1963","\N",NA,"tt1084172,tt3776548,tt12312250,tt3214446"
"Q18224305","nm0590274","Pilar Millán Astray","\N","\N","writer","tt0032040,tt0454744,tt0066470,tt0049066"
"Q15077575","nm1728059","Nikolay Tzaturyan","\N","\N","actor","tt0425001,tt6164364"
"Q79860139","nm0123576","Ethel Marie Burton","1897","1985","actress","tt0006503,tt0921861,tt1301166,tt0006702"
"Q21209902","nm0043203","Romen Avinian","\N","\N","actor","tt4203210,tt0234426,tt0113591,tt0379577"
"Q6185484","nm9227831","Jerzy Porebski","\N","\N","director,writer","tt7295892,tt15791266"
"Q1522470","nm0345789","Gian Giacomo Guelfi","1924","2012","actor,soundtrack","tt11497884,tt0212851,tt0049864,tt0314630"
"Q1492082","nm1367085","Aki Hahto","\N","\N","actor,writer,editor","tt0363620,tt0371658,tt0369301"
"Q235491","nm1378167","Kate Sweedler","\N","\N","sound_department","tt0366315"
"Q313081","nm1715447","Yukiko Kashiwagi","\N","\N","actress,writer","tt0492773,tt0902982,tt1442422,tt10290166"
"Q21010876","nm7541720","David Jones","\N","\N","art_department","tt3323824,tt5814592,tt0106014,tt5193790"
"Q722103","nm0103939","Hector Bragny","\N","\N","actor","tt0214556"
"Q450382","nm0284203","Mike Foley","\N","\N","miscellaneous","tt0212807"
"Q1501393","nm0214480","Defeur","\N","\N","art_director","tt0020553"
"Q436704","nm0136434","Mason Cardiff","1971","\N","actor,camera_department,miscellaneous","tt0088046,tt2083276,tt0088889,tt0190121"
"Q273532","nm0488937","William Larsen","1927","1996","actor","tt0077663,tt0102138,tt0083470,tt0078841"
"Q3467475","nm0901101","Peter Allen Vogt","1964","\N","actor,writer","tt3178442,tt4974772,tt0493093,tt0368933"
"Q6181836","nm0020949","Richard Allen","\N","\N","production_manager,producer,assistant_director","tt0078697,tt0108778,tt0955346,tt0469062"
"Q4701809","nm1839578","John Haggerty","\N","\N","production_manager,miscellaneous","tt1429889,tt0439384,tt0208192,tt0159876"
"Q699395","nm0526837","Pinchao Luo","1912","2010","actor","tt0206071,tt13587662,tt0206444,tt0187974"
"Q12920","nm10725986","Alain Williams","\N","\N","director,writer","tt10257496"
"Q3218780","nm1015316","Napoléon Murat","\N","1998","producer,actor,writer","tt14420798,tt2293681,tt0069145"
"Q690283","nm0814532","Pamela Soo","\N","\N","actress","tt0117939,tt0173548,tt0196277,tt0416426"
"Q3423028","nm9421117","Diva","\N","\N","actress","tt2420886"
"Q265232","nm2488758","Simon Taglioni","\N","\N","actor","tt1003392,tt0423713"
"Q168704","nm0729515","Clarice Rivers","\N","\N","actress","tt0257060"
"Q2965217","nm3203478","Marc Maouad","\N","\N","writer,director,composer","tt7775524,tt7778436,tt7787670,tt7778366"
"Q862460","nm0803891","My Skarsgård","1956","\N","actress","tt3325866,tt1856938,tt0093311,tt0930831"
"Q193344","nm0463190","Yasuo Kohata","\N","\N","director","tt0282006"
"Q162389","nm1812539","Jill Vandenberg Curtis","1971","\N",NA,"tt1910651,tt0081961,tt1253579"
"Q2505876","nm0223600","Adolphe Dhrey","\N","\N","miscellaneous,director,actor","tt0165100,tt0085477,tt6924226,tt6084078"
"Q291521","nm0968684","Ode Bitton","1941","1993","actress,director,writer","tt0299710,tt0945367,tt0066192,tt0246135"
"Q337276","nm0009205","Leon Abrams","1895","1977","writer,director","tt0018624,tt0829178,tt0037098,tt0016973"
"Q984019","nm0064468","Jocelyn Beaufils-Guivrin","\N","\N","actress","tt0168318"
"Q268690","nm2295479","Anaïs Ascaride","\N","\N","production_manager,miscellaneous,producer","tt1828995,tt1814672,tt5729818,tt13729232"
"Q27452406","nm10736113","Makani Harrelson","2006","\N","actress","tt6338476"
"Q117392","nm2361140","Kelley McDowell","\N","\N",NA,"tt0847187"
"Q507940","nm0430002","Jeff Jordan","\N","\N","soundtrack,composer","tt8523334,tt0082100,tt3312830,tt0096523"
"Q190152","nm0560320","Don Mattingly","1961","\N","actor","tt1020929,tt0263769,tt0827983,tt0096697"
"Q228909","nm1492455","LaTonya Blige-DaCosta","\N","\N","composer","tt0896232"
"Q132204","nm0593984","Daniel Mitrecey","\N","\N","actor,writer,music_department","tt0088671,tt0087002,tt0181310,tt1240443"
"Q312294","nm1716654","Jeff Judge","1971","\N","actor","tt0118480"
"Q27656145","nm3442411","Jodi Larratt","\N","\N","actress","tt3107328,tt3286052,tt3295276,tt4102726"
"Q340260","nm0799227","Mona Sylvie","\N","\N","actress","tt0128026,tt0142253,tt0161071"
"Q3516547","nm1658414","Taig Khris","1975","\N","actor,stunts","tt0830163,tt8794064,tt3508456,tt1617661"
"Q3295782","nm0388892","George Hoffmann","\N","\N","producer,production_manager","tt0118700,tt0107788,tt0408296"
"Q98784065","nm10288431","Akram Saibari","\N","\N","actor","tt8810204,tt9599524,tt15876270,tt14127648"
"Q1000203","nm0729166","Jacques Riven","\N","\N","director,actor","tt0198426,tt0198579"
"Q3491068","nm0496055","George Lechaptois","\N","\N","cinematographer,camera_department,producer","tt4680196,tt7374926,tt8525070,tt0249538"
"Q184612","nm3198783","Claudine Keane","\N","\N",NA,"tt1016283"
"Q262608","nm0273997","Nancy Ferrara","\N","\N","actress","tt0118734,tt0106660,tt0460871,tt1647378"
"Q310894","nm4685885","Jevon McFerrin","\N","\N","actor","tt8689322,tt5916026,tt8115582"
"Q276035","nm7242790","Edouard de La Poëze","\N","\N","writer,director","tt4581412"
"Q3554552","nm1231522","Derek Baynham","1980","\N","director,producer,actor","tt3100402,tt1878895,tt4786660,tt1106447"
"Q310394","nm0547768","Flora Marino","1922","2008","actress","tt0143881,tt0038570,tt0039499,tt0071063"
"Q61351","nm0703071","Queen Frederica of Greece","1917","1981",NA,"tt0054824,tt5846070"
"Q435696","nm1638053","Malcolm Ford","1987","\N",NA,"tt0430754"
"Q2744702","nm8384415","Little Bear Schwarz","1983","\N",NA,"\N"
"Q7520242","nm0936399","Peter Wise","\N","\N","casting_director,producer,actor","tt29079354,tt6384920,tt5837324,tt20782936"
"Q3014064","nm2675194","Michael York","\N","\N","actor","tt0056737,tt0058806,tt0058855,tt0044259"
"Q313752","nm8560339","Oliver McKinnon-Wardell","\N","\N","actor","tt6274388,tt4786824"
"Q7437478","nm0915285","Fred Waugh","1932","2012","stunts,actor,assistant_director","tt0139809,tt0120461,tt0107362,tt0181689"
"Q2545","nm10814417","Rémy Robert","1986","\N","actor,producer,art_department","tt14244672,tt12975102,tt12712454,tt14297962"
"Q1346641","nm0168137","Johnnie L. Cochran Jr.","1937","2005","actor,producer,miscellaneous","tt0112022,tt0284490,tt0115101,tt0303367"
"Q657778","nm8560338","Leon Hutchings","\N","\N","actor","tt4786824"
"Q2266125","nm0785682","Martin Serre","\N","\N","actor","tt0059613,tt0276706"
"Q708256","nm2821250","Theo Cross","1980","\N","actor","tt0964587,tt1283479,tt1831829,tt0808096"
"Q3100607","nm1589425","Johann G. Louis","\N","\N","script_department,art_department,production_designer","tt4006490,tt9627052,tt1370825,tt3006688"
"Q65131269","nm0473287","Umban U'kset","\N","\N","actor,director,writer","tt1483813,tt1508675,tt0092309,tt0091595"
"Q263148","nm0130200","Homer Callahan","1912","2002","actor","tt0163278"
"Q16185722","nm5260147","Maxime Charden","\N","\N","director,editor","tt10219178,tt0461733,tt10047992,tt8071602"
"Q358842","nm5536777","Jennifer Thal","\N","\N","actress","tt4313982,tt2545128,tt7688936,tt2631554"
"Q739020","nm1225102","Vivien Theodore Thomas","1910","1985",NA,"\N"
"Q3265762","nm0091504","Robert Bogaert","\N","\N","actor","tt0193848,tt0258586"
"Q3034932","nm0333069","Jean-François Goyet","\N","\N","writer,editor,editorial_department","tt0103681,tt1043565,tt0120494,tt0109682"
"Q934926","nm4302816","Dimitri From Paris","\N","\N","soundtrack,music_department","tt0116486,tt0122515,tt0970857,tt3110854"
"Q3369256","nm4249321","Sandrine Bulté","\N","\N","costume_designer","tt1808250"
"Q1443641","nm0888424","Thomas de Van","\N","\N","actor","tt0337961,tt0134315"
"Q3382695","nm3241020","Steele Gagnon","\N","\N","actor","tt0866442,tt2267968,tt0910885,tt1567432"
"Q725722","nm1178401","Kalala Hissein Djibrine","\N","\N","producer,production_manager","tt0307913,tt0209950"
"Q6118803","nm8506209","Jacob Jefferies","\N","\N","actor,soundtrack,producer","tt28029475,tt13229866,tt6144062,tt7424200"
"Q334180","nm0182517","Carmen Castillo","1900","1966","actress","tt0353287,tt0019590,tt0293853,tt0018118"
"Q635154","nm0366617","Jerry Harte","1931","2018","actor","tt0113117,tt0088503,tt0080684,tt0097576"
"Q448427","nm0875432","Shiri Tsur","1968","\N","director,writer","tt0235967,tt0304967,tt0451178"
"Q242477","nm1600025","Brandon Peters","1893","1956","actor","tt0041040,tt0041061,tt0041037,tt0043231"
"Q1681872","nm0039857","Joubert de Assis Martins","\N","\N","production_manager","tt0260715"
"Q95119","nm0202685","Michael Daves","1939","\N","assistant_director,actor,production_manager","tt0104389,tt0080025,tt0088930,tt0087175"
"Q3881445","nm3375358","Ola Hudson","\N","2009","costume_department","tt0074851"
"Q2050378","nm2236928","Zane Pais","1993","\N","actor,producer,writer","tt8543390,tt6064882,tt0757361,tt3416670"
"Q21763273","nm0799446","Marie-Jo Simenon","1953","1978","actress","tt0070588,tt0072053,tt0071890,tt0270780"
"Q60853688","nm9632276","Black Strobe","\N","\N","soundtrack,actor,composer","tt3954222,tt2103188,tt1674771,tt0970472"
"Q3140610","nm0137258","Carjol","\N","\N","actor,director","tt0187694,tt0177518,tt0193856,tt2825810"
"Q3164872","nm2343946","Emile Dars","\N","\N","actor","tt0046184"
"Q97183788","nm5491444","Colia Vranici","\N","\N","assistant_director,writer,casting_department","tt2655684,tt6628390,tt10461080,tt3962264"
"Q928456","nm0493059","Toni Lawrence","1948","\N","actress","tt0065317,tt0070537,tt0181012,tt0074042"
"Q1530743","nm3280933","Monique Michael","\N","\N","actress,producer","tt1394240,tt1880125,tt2736310,tt0426425"
"Q1392751","nm0728143","Robert Rips","\N","\N","assistant_director,miscellaneous,director","tt0160754,tt4861286,tt0028950,tt4861106"
"Q3218062","nm0086661","Michael F. Blake","1957","\N","make_up_department,actor,miscellaneous","tt0116629,tt1270798,tt0413300,tt0114558"
"Q1673431","nm0457671","Colin Michael Kitchens","1947","\N","assistant_director,miscellaneous,producer","tt0240890,tt0078788,tt0076759,tt0114852"
"Q15260426","nm2804038","Alicia Carr","\N","\N","actress","tt13801112,tt1315981,tt1212442,tt1125413"
"Q19502103","nm1319017","Chérif Hamia","1931","1991","actor","tt2378347,tt0352949,tt7144340,tt7144284"
"Q828580","nm0420009","Clyde Jeavons","1939","\N","actor,writer","tt3605402,tt11610074,tt0117138,tt14479498"
"Q3317025","nm0197436","Chelsea Mundae","1974","\N","actress","tt0323108,tt0147653,tt0406951,tt0369467"
"Q7803640","nm1560580","Marilyn Porayko","1979","\N","actress,producer,director","tt5001140,tt1638985,tt2990506,tt1855401"
"Q3473386","nm1711993","Sarah Lee Guthrie","1979","\N","soundtrack,actress","tt0448300,tt1785627,tt0417694,tt2040560"
"Q4511370","nm7765062","Katie Freese","\N","\N",NA,"tt5673912,tt1513168,tt1832668,tt0318224"
"Q1349886","nm0196426","Virginia Dabney","1907","2000","actress,soundtrack","tt0028770,tt0028657,tt0030322,tt0031232"
"Q710334","nm1828096","Tom Hatcher","1929","2006","actor,producer","tt0052520,tt0233023,tt0048913,tt0045449"
"Q11576909","nm1212583","Thando Bulane-Hopa","\N","\N","actor","tt5103758,tt0326711,tt10957156"
"Q3441284","nm2415178","Estelle Moser","\N","\N","producer,production_manager","tt0831893,tt1809327"
"Q2925057","nm0275153","William Ferson","\N","\N","sound_department","tt0095638,tt0091396"
"Q15486161","nm5555791","Niia Bertino","\N","\N","actress,composer,soundtrack","tt6848602,tt5110046,tt12426730"
"Q259520","nm2972426","Miggi Hood","\N","\N","producer,actress","tt3098942,tt0330251"
"Q747522","nm0824623","Mary Steele","1933","\N","actress,soundtrack","tt0051671,tt0057757,tt0051662,tt0085891"
"Q19878423","nm1372436","Wendy Westmoreland","\N","\N","actress","tt21329358,tt2234701,tt5646560,tt5266764"
"Q25216466","nm0941057","Robert Woog","1907","1986","producer,miscellaneous,production_manager","tt0197217,tt0138731,tt0134199,tt0215281"
"Q23943602","nm0536070","Tomasz Magierski","\N","\N","cinematographer,camera_department,director","tt2258287,tt11161112,tt0293370,tt0235245"
"Q3295147","nm0022789","Nancy Altheim","\N","\N","miscellaneous","tt0108796,tt0139376"
"Q3219504","nm0154452","Olivier Chavarot","\N","\N","director,actor,writer","tt0216499,tt0819852,tt1780701,tt8510502"
"Q21294661","nm1593758","Jean Baptiste Erreca","\N","\N","director,writer,cinematographer","tt5117246,tt0406601,tt9777824,tt15876438"
"Q21294660","nm6896820","Eric Debegue","1967","\N","music_department,editor,producer","tt1034397,tt3772660,tt13044528,tt3451360"
