"title","weighted_tags","wikibase_item","PersonID","primaryName","status","QID.imdb","imdb.status"
"Robert Kennedy","classification.ores.articletopic/Culture.Biography.Biography*|935|classification.ores.articletopic/History and Society.Military and warfare|922|classification.ores.articletopic/STEM.STEM*|802|classification.ores.articletopic/History and Society.Politics and government|653|classification.ores.articletopic/Geography.Regions.Americas.North America|929|classification.ores.articletopic/Culture.Sports|53","Q25310","nm4112232","Kick Kennedy","not exact match",NA,NA
"Jimmy Page","classification.ores.articletopic/Culture.Media.Media*|991|classification.ores.articletopic/Culture.Biography.Biography*|932|classification.ores.articletopic/Culture.Media.Music|994","Q165467","nm0006190","Brian May","not exact match",NA,NA
"Agrippina maggiore","classification.ores.articletopic/Culture.Biography.Biography*|949|classification.ores.articletopic/History_and_Society.History|964|classification.ores.articletopic/Culture.Biography.Women|754","Q229413","nm0907731","Fiona Walker","not exact match",NA,NA
"Taylor Lautner","classification.ores.articletopic/Culture.Media.Films|953|classification.ores.articletopic/Culture.Biography.Biography*|859|classification.ores.articletopic/Culture.Media.Media*|985|classification.ores.articletopic/Geography.Regions.Americas.North_America|546","Q23359","nm1210124","Taylor Lautner","match",NA,NA
"Aurora Cossio","classification.ores.articletopic/Culture.Media.Films|831|classification.ores.articletopic/Culture.Biography.Biography*|843|classification.ores.articletopic/Culture.Media.Media*|924","Q3629869","nm3042919","Aurora Cossio","match",NA,NA
"Jon Bernthal","classification.ores.articletopic/Culture.Media.Films|585|classification.ores.articletopic/Culture.Media.Media*|877|classification.ores.articletopic/Culture.Biography.Biography*|737|classification.ores.articletopic/Geography.Regions.Americas.North_America|658","Q362616","nm1256532","Jon Bernthal","match",NA,NA
"Anna Faris","classification.ores.articletopic/Culture.Media.Media*|977|classification.ores.articletopic/Culture.Media.Entertainment|672|classification.ores.articletopic/Geography.Regions.Americas.North_America|737|classification.ores.articletopic/Culture.Biography.Women|926|classification.ores.articletopic/Culture.Biography.Biography*|980|classification.ores.articletopic/Culture.Media.Films|969","Q4491","nm0267506","Anna Faris","match",NA,NA
"David Harbour","classification.ores.articletopic/Culture.Biography.Biography*|959|classification.ores.articletopic/Culture.Media.Films|808|classification.ores.articletopic/Geography.Regions.Americas.North_America|515|classification.ores.articletopic/Culture.Media.Media*|771","Q391359","nm1092086","David Harbour","match",NA,NA
"Andrea Pennacchi","classification.ores.articletopic/Culture.Media.Media*|699|classification.ores.articletopic/Culture.Biography.Biography*|909","Q95745952","nm5064422","Andrea Pennacchi","match",NA,NA
"Éva Henger","classification.ores.articletopic/Culture.Biography.Biography*|979|classification.ores.articletopic/Culture.Biography.Women|523|classification.ores.articletopic/Culture.Media.Media*|928","Q1035295","nm0376990","Eva Henger","not exact match",NA,NA
"Tom Selleck","classification.ores.articletopic/Culture.Media.Media*|782|classification.ores.articletopic/Geography.Regions.Americas.North_America|577|classification.ores.articletopic/Culture.Media.Films|692|classification.ores.articletopic/Culture.Biography.Biography*|981","Q213706","nm0533012","Jillie Mack","not exact match",NA,NA
"Paris Hilton","classification.ores.articletopic/Culture.Media.Media*|899|classification.ores.articletopic/Culture.Biography.Biography*|979|recommendation.image_section/exists|1","Q47899","nm0385296","Paris Hilton","match",NA,NA
"Kelly McGillis","classification.ores.articletopic/Culture.Biography.Women|914|classification.ores.articletopic/Culture.Biography.Biography*|984","Q229147","nm0000534","Kelly McGillis","match",NA,NA
"Tim Robbins","classification.ores.articletopic/Geography.Regions.Americas.North_America|705|classification.ores.articletopic/Culture.Media.Media*|983|classification.ores.articletopic/Culture.Media.Films|956|classification.ores.articletopic/Culture.Biography.Biography*|760|recommendation.image_section/exists|1","Q95048","nm0000209","Tim Robbins","match",NA,NA
"Norman Reedus","classification.ores.articletopic/Culture.Media.Media*|835|classification.ores.articletopic/Culture.Biography.Biography*|959","Q503545","nm0005342","Norman Reedus","match",NA,NA
"Rosie Huntington-Whiteley","classification.ores.articletopic/Geography.Regions.Europe.Europe*|515|classification.ores.articletopic/Culture.Visual_arts.Fashion|665|classification.ores.articletopic/Culture.Biography.Women|798|classification.ores.articletopic/Culture.Biography.Biography*|996|classification.ores.articletopic/Culture.Visual_arts.Visual_arts*|554","Q212006","nm2492819","Rosie Huntington-Whiteley","match",NA,NA
"Patrick Vieira","classification.ores.articletopic/Culture.Sports|997|classification.ores.articletopic/Geography.Regions.Europe.Europe*|855|classification.ores.articletopic/Culture.Biography.Biography*|847|classification.ores.articletopic/Geography.Regions.Europe.Western_Europe|585","Q46347","nm1352849","Patrick Vieira","match",NA,NA
"Maurizio Nichetti","classification.ores.articletopic/Geography.Regions.Europe.Europe*|853|classification.ores.articletopic/Culture.Biography.Biography*|809","Q691361","nm0629309","Maurizio Nichetti","match",NA,NA
"Aldous Huxley","classification.ores.articletopic/Culture.Biography.Biography*|959|classification.ores.articletopic/Culture.Literature|500|classification.ores.articletopic/Culture.Media.Media*|718","Q81447","nm0404717","Aldous Huxley","match",NA,NA
"Laurence Fishburne","classification.ores.articletopic/Culture.Biography.Biography*|880|classification.ores.articletopic/Geography.Regions.Americas.North_America|607|classification.ores.articletopic/Culture.Media.Media*|960|classification.ores.articletopic/Culture.Media.Films|934","Q193048","nm0000401","Laurence Fishburne","match",NA,NA
"Pete Sampras","classification.ores.articletopic/Culture.Biography.Biography*|808|classification.ores.articletopic/Culture.Sports|999","Q9446","nm1528441","Pete Sampras","match",NA,NA
